UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
4925,L04925,L,303.8,315.2,1215,60.9,93,0,0,0,0,0,0
4926,L04926,L,303.6,311.6,1336,30.2,46,0,0,0,0,0,0
4927,L04927,L,298.4,309.0,1891,32.9,31,0,0,0,0,0,0
4928,L04928,L,302.6,314.7,1295,35.8,36,0,0,0,0,0,0
4929,M04929,M,300.1,310.3,1168,32.5,136,0,0,0,0,0,0
4930,L04930,L,302.1,312.4,1663,31.1,151,0,0,0,0,0,0
4931,M04931,M,301.6,312.0,1365,40.5,202,0,0,0,0,0,0
4932,M04932,M,297.5,307.7,1654,49.8,207,0,0,0,0,0,0
4933,M04933,M,301.1,313.5,1266,41.2,216,0,0,0,0,0,0
4934,L04934,L,302.0,311.2,1415,31.4,40,0,0,0,0,0,0
4935,M04935,M,300.0,309.0,1739,38.0,192,0,0,0,0,0,0
4936,L04936,L,299.5,309.2,1236,29.6,18,0,0,0,0,0,0
4937,L04937,L,296.9,308.6,1466,49.8,223,0,0,0,0,0,0
4938,M04938,M,301.4,310.8,1558,54.7,136,0,0,0,0,0,0
4939,M04939,M,300.4,310.8,1356,24.0,165,0,0,0,0,0,0
4940,L04940,L,298.2,309.2,1548,42.3,157,0,0,0,0,0,0
4941,H04941,H,299.3,310.1,1503,32.2,146,0,0,0,0,0,0
4942,L04942,L,300.3,311.3,1607,40.6,132,0,0,0,0,0,0
4943,M04943,M,298.9,310.3,1868,39.1,236,0,0,0,0,0,0
4944,H04944,H,300.0,310.3,2035,26.6,93,0,0,0,0,0,0
4945,M04945,M,296.5,306.0,1593,52.1,200,0,0,0,0,0,0
4946,H04946,H,302.7,312.8,1478,38.5,97,0,0,0,0,0,0
4947,M04947,M,300.0,309.7,1588,35.3,15,0,0,0,0,0,0
4948,M04948,M,297.8,310.3,1454,41.2,99,0,0,0,0,0,0
4949,M04949,M,295.1,304.5,1183,31.3,41,0,0,0,0,0,0
4950,M04950,M,302.1,312.5,1491,38.2,114,0,0,0,0,0,0
4951,L04951,L,301.1,309.6,1716,21.6,21,0,0,0,0,0,0
4952,M04952,M,300.4,310.6,1207,16.4,202,0,0,0,0,0,0
4953,L04953,L,301.7,311.4,1303,30.3,149,0,0,0,0,0,0
4954,H04954,H,301.7,312.4,1384,34.7,15,0,0,0,0,0,0
4955,L04955,L,300.4,311.1,1574,22.4,163,0,0,0,0,0,0
4956,L04956,L,299.5,310.9,1975,35.0,242,0,0,0,0,0,0
4957,H04957,H,299.2,310.5,1338,34.7,21,0,0,0,0,0,0
4958,L04958,L,300.8,310.8,1518,39.4,90,0,0,0,0,0,0
4959,L04959,L,302.8,311.8,1501,46.1,226,0,0,0,0,0,0
4960,M04960,M,299.8,309.0,1440,57.1,11,0,0,0,0,0,0
4961,L04961,L,303.0,313.3,1490,44.3,232,0,0,0,0,0,0
4962,L04962,L,300.7,310.9,1407,30.2,250,0,0,0,0,0,0
4963,L04963,L,300.8,311.0,2049,46.7,99,0,0,0,0,0,0
4964,L04964,L,304.8,314.3,1650,54.0,118,0,0,0,0,0,0
4965,L04965,L,303.3,314.7,1409,28.8,250,0,0,0,0,0,0
4966,L04966,L,303.4,311.9,1737,29.4,15,0,0,0,0,0,0
4967,L04967,L,298.4,307.8,1551,25.8,80,0,0,0,0,0,0
4968,L04968,L,304.4,313.3,1512,34.4,16,0,0,0,0,0,0
4969,L04969,L,299.8,309.6,1464,43.7,189,0,0,0,0,0,0
4970,M04970,M,299.5,310.8,1450,54.8,168,0,0,0,0,0,0
4971,M04971,M,295.7,305.4,1256,48.9,221,0,0,0,0,0,0
4972,L04972,L,300.7,310.8,1168,43.9,48,0,0,0,0,0,0
4973,L04973,L,297.8,308.5,1574,40.5,138,0,0,0,0,0,0
4974,H04974,H,300.8,310.5,1462,43.9,185,0,0,0,0,0,0
4975,M04975,M,297.7,308.1,1675,44.5,74,0,0,0,0,0,0
4976,L04976,L,303.6,313.8,1322,53.0,225,0,0,0,0,0,0
4977,L04977,L,301.1,310.0,1280,39.8,50,0,0,0,0,0,0
4978,L04978,L,304.6,314.1,1655,42.6,30,0,0,0,0,0,0
4979,H04979,H,298.0,308.3,1441,35.9,76,0,0,0,0,0,0
4980,H04980,H,303.1,314.4,1671,41.1,207,0,0,0,0,0,0
4981,H04981,H,296.4,307.7,1507,37.4,186,0,0,0,0,0,0
4982,L04982,L,300.4,312.5,1876,28.1,225,0,0,0,0,0,0
4983,L04983,L,298.7,309.2,1651,48.7,156,0,0,0,0,0,0
4984,L04984,L,299.1,308.7,1582,54.9,232,0,0,0,0,0,0
4985,L04985,L,299.0,308.9,1660,39.6,137,0,0,0,0,0,0
4986,L04986,L,298.2,308.1,1445,43.3,232,0,0,0,0,0,0
4987,M04987,M,297.5,307.1,1171,48.6,223,0,0,0,0,0,0
4988,L04988,L,299.1,309.5,1572,38.6,120,0,0,0,0,0,0
4989,H04989,H,300.2,310.7,1888,41.9,7,0,0,0,0,0,0
4990,L04990,L,302.3,311.2,1168,37.8,249,0,0,0,0,0,0
4991,L04991,L,300.6,311.7,1594,34.5,126,0,0,0,0,0,0
4992,H04992,H,302.3,310.5,1193,45.2,192,1,0,1,0,0,0
4993,M04993,M,297.0,306.8,1495,45.1,117,0,0,0,0,0,0
4994,L04994,L,299.1,310.3,1516,49.2,92,0,0,0,0,0,0
4995,M04995,M,301.4,312.0,1649,40.0,94,0,0,0,0,0,0
4996,L04996,L,300.7,310.3,1542,28.0,90,0,0,0,0,0,0
4997,L04997,L,298.3,310.2,1775,51.1,147,0,0,0,0,0,0
4998,L04998,L,301.9,311.4,1733,32.7,204,0,0,0,0,0,0
4999,L04999,L,298.9,306.9,1461,32.5,144,0,0,0,0,0,0
5000,M05000,M,298.4,308.9,1719,34.7,136,0,0,0,0,0,0
5001,L05001,L,301.0,309.2,1437,22.6,78,1,0,0,1,0,0
5002,M05002,M,300.0,309.2,1403,37.8,120,0,0,0,0,0,0
5003,M05003,M,299.0,309.6,1259,46.2,48,0,0,0,0,0,0
5004,L05004,L,298.9,308.4,1762,35.7,188,0,0,0,0,0,0
5005,L05005,L,297.9,308.4,1440,53.4,198,0,0,0,0,0,0
5006,L05006,L,299.2,308.1,1168,52.8,60,0,0,0,0,0,0
5007,M05007,M,302.2,313.1,1608,48.9,146,0,0,0,0,0,0
5008,M05008,M,300.5,308.8,1413,20.7,75,0,0,0,0,0,0
5009,M05009,M,301.9,313.2,1440,54.3,250,0,0,0,0,0,0
5010,L05010,L,301.0,310.6,1453,37.6,76,0,0,0,0,0,0
5011,L05011,L,298.8,310.3,1433,56.8,219,1,0,0,0,1,0
5012,M05012,M,296.7,305.9,2046,34.0,180,0,0,0,0,0,0
5013,L05013,L,298.1,310.1,1833,38.6,244,0,0,0,0,0,0
5014,M05014,M,298.7,307.7,1640,40.9,185,0,0,0,0,0,0
5015,L05015,L,298.5,306.7,1548,30.7,154,0,0,0,0,0,0
5016,L05016,L,302.0,312.0,1726,23.8,116,0,0,0,0,0,0
5017,M05017,M,301.9,313.2,1549,16.0,122,0,0,0,0,0,0
5018,L05018,L,304.4,315.2,1663,69.5,0,0,0,0,0,0,0
5019,M05019,M,298.5,309.6,1612,23.3,253,0,0,0,0,0,0
5020,L05020,L,303.2,314.0,1526,23.5,144,0,0,0,0,0,0
5021,H05021,H,303.2,312.4,1688,45.7,154,0,0,0,0,0,0
5022,H05022,H,299.5,310.3,1416,25.8,51,0,0,0,0,0,0
5023,H05023,H,300.9,311.0,1512,23.9,114,0,0,0,0,0,0
5024,M05024,M,302.5,311.8,1304,11.3,58,0,0,0,0,0,0
5025,M05025,M,299.9,310.1,1327,42.9,58,0,0,0,0,0,0
5026,M05026,M,299.7,309.7,1168,29.3,142,0,0,0,0,0,0
5027,L05027,L,298.7,310.2,1591,46.4,61,0,0,0,0,0,0
5028,L05028,L,295.3,304.8,1646,39.2,169,0,0,0,0,0,0
5029,M05029,M,300.1,309.6,1717,40.9,98,0,0,0,0,0,0
5030,L05030,L,298.6,307.9,1280,35.5,95,0,0,0,0,0,0
5031,L05031,L,297.8,309.7,1588,37.2,178,0,0,0,0,0,0
5032,H05032,H,300.8,310.2,1500,31.1,175,0,0,0,0,0,0
5033,L05033,L,297.1,308.4,1648,32.0,102,0,0,0,0,0,0
5034,M05034,M,301.6,310.6,1370,29.1,238,0,0,0,0,0,0
5035,M05035,M,301.0,311.5,1433,55.1,86,0,0,0,0,0,0
5036,L05036,L,299.2,309.5,1189,36.0,182,0,0,0,0,0,0
5037,H05037,H,299.9,311.1,1357,17.4,206,0,0,0,0,0,0
5038,L05038,L,297.6,308.7,1501,42.6,55,0,0,0,0,0,0
5039,H05039,H,301.5,311.6,1535,32.0,125,0,0,0,0,0,0
5040,M05040,M,300.4,309.8,1168,39.6,8,0,0,0,0,0,0
5041,L05041,L,300.5,312.1,1398,37.3,84,0,0,0,0,0,0
5042,L05042,L,301.0,310.4,1532,54.9,68,0,0,0,0,0,0
5043,L05043,L,298.7,306.4,1782,36.2,195,0,0,0,0,0,0
5044,L05044,L,297.0,305.1,1331,48.2,56,0,0,0,0,0,0
5045,L05045,L,301.9,310.3,1598,47.1,6,0,0,0,0,0,0
5046,H05046,H,301.4,312.0,1388,26.3,11,0,0,0,0,0,0
5047,L05047,L,298.9,311.1,1411,41.9,193,0,0,0,0,0,0
5048,H05048,H,300.8,308.8,1324,32.4,41,0,0,0,0,0,0
5049,L05049,L,302.5,311.7,1291,27.9,163,0,0,0,0,0,0
5050,H05050,H,302.3,312.4,1405,28.0,56,0,0,0,0,0,0
5051,L05051,L,298.9,310.4,1710,48.2,56,0,0,0,0,0,0
5052,L05052,L,297.0,306.2,1349,66.4,204,0,0,0,0,0,0
5053,M05053,M,297.4,308.0,1318,31.9,176,0,0,0,0,0,0
5054,L05054,L,299.4,309.1,1542,42.2,166,0,0,0,0,0,0
5055,H05055,H,302.9,315.5,1501,43.1,240,0,0,0,0,0,0
5056,L05056,L,298.5,308.7,1486,34.7,220,0,0,0,0,0,0
5057,M05057,M,298.8,309.2,1551,54.1,217,0,0,0,0,0,0
5058,M05058,M,298.8,308.9,1298,62.0,37,0,0,0,0,0,0
5059,M05059,M,298.9,308.5,1320,34.0,45,0,0,0,0,0,0
5060,L05060,L,300.0,310.9,1697,57.3,248,1,0,0,0,1,0
5061,L05061,L,297.4,306.3,1471,34.5,146,0,0,0,0,0,0
5062,L05062,L,302.2,310.2,1619,30.3,139,0,0,0,0,0,0
5063,L05063,L,299.7,309.6,1745,38.6,128,0,0,0,0,0,0
5064,L05064,L,305.0,315.8,1669,48.7,186,0,0,0,0,0,0
5065,H05065,H,297.7,307.1,1226,39.0,155,0,0,0,0,0,0
5066,M05066,M,303.2,313.4,1477,47.4,41,0,0,0,0,0,0
5067,M05067,M,302.8,311.6,1708,42.3,29,0,0,0,0,0,0
5068,L05068,L,299.2,310.2,1605,53.5,77,0,0,0,0,0,0
5069,L05069,L,299.2,309.9,1537,45.3,220,0,0,0,0,0,0
5070,M05070,M,298.2,308.2,1172,55.3,105,0,0,0,0,0,0
5071,L05071,L,298.2,308.3,1377,31.4,221,0,0,0,0,0,0
5072,L05072,L,300.0,308.6,1514,38.0,145,0,0,0,0,0,0
5073,L05073,L,300.0,308.7,1215,40.0,235,0,0,0,0,0,0
5074,M05074,M,296.8,306.7,1659,31.5,227,0,0,0,0,0,0
5075,H05075,H,304.6,315.1,1476,29.9,100,0,0,0,0,0,0
5076,L05076,L,299.5,310.0,1168,43.8,139,0,0,0,0,0,0
5077,L05077,L,300.1,309.8,1387,46.7,180,0,0,0,0,0,0
5078,L05078,L,298.7,309.5,1443,41.1,12,0,0,0,0,0,0
5079,L05079,L,299.5,310.9,1474,50.6,40,0,0,0,0,0,0
5080,M05080,M,299.3,309.2,1784,29.0,188,0,0,0,0,0,0
5081,L05081,L,300.0,310.3,1616,36.1,231,0,0,0,0,0,0
5082,M05082,M,300.0,309.8,1227,28.2,80,0,0,0,0,0,0
5083,L05083,L,301.6,311.5,1202,41.4,100,0,0,0,0,0,0
5084,L05084,L,300.5,310.6,1447,44.9,221,0,0,0,0,0,0
5085,H05085,H,301.4,313.1,1525,53.4,72,0,0,0,0,0,0
5086,L05086,L,300.0,310.9,1698,28.2,234,0,0,0,0,0,0
5087,M05087,M,300.5,311.3,1846,43.7,39,0,0,0,0,0,0
5088,L05088,L,299.5,309.1,1857,54.4,64,0,0,0,0,0,0
5089,H05089,H,302.0,311.1,1412,30.0,14,0,0,0,0,0,0
5090,L05090,L,300.6,311.0,1687,27.6,24,0,0,0,0,0,0
5091,L05091,L,299.7,310.9,1585,25.3,65,0,0,0,0,0,0
5092,M05092,M,299.6,311.3,1282,46.2,169,0,0,0,0,0,0
5093,L05093,L,299.8,307.3,1168,32.7,51,1,0,1,0,0,0
5094,L05094,L,300.1,312.5,1529,44.8,238,0,0,0,0,0,0
5095,H05095,H,299.9,310.3,1201,37.8,93,0,0,0,0,0,0
5096,M05096,M,298.9,309.8,1330,58.0,134,0,0,0,0,0,0
5097,M05097,M,301.5,309.8,1363,47.9,171,1,0,1,0,0,0
5098,M05098,M,301.7,311.4,1544,32.0,37,0,0,0,0,0,0
5099,H05099,H,303.6,314.4,1756,37.0,179,0,0,0,0,0,0
5100,H05100,H,298.8,307.6,1503,47.9,36,0,0,0,0,0,0
5101,M05101,M,301.3,308.4,1392,29.3,212,0,0,0,0,0,0
5102,L05102,L,296.2,306.5,1168,51.8,123,0,0,0,0,0,0
5103,L05103,L,301.7,311.6,1592,37.5,23,0,0,0,0,0,0
5104,M05104,M,297.1,308.5,1506,48.1,182,0,0,0,0,0,0
5105,H05105,H,298.0,307.9,1390,38.0,24,0,0,0,0,0,0
5106,L05106,L,300.7,310.6,1733,34.8,247,0,0,0,0,0,0
5107,L05107,L,298.8,309.5,1262,33.1,115,0,0,0,0,0,0
5108,L05108,L,298.5,309.5,1363,57.3,97,0,0,0,0,0,0
5109,M05109,M,299.0,308.3,1451,37.0,83,0,0,0,0,0,0
5110,H05110,H,301.5,312.4,1388,70.8,119,0,0,0,0,0,0
5111,L05111,L,298.1,307.6,1610,41.5,198,0,0,0,0,0,0
5112,M05112,M,299.9,309.9,1593,31.5,135,0,0,0,0,0,0
5113,M05113,M,299.2,309.9,1710,24.1,166,0,0,0,0,0,0
5114,H05114,H,301.6,312.5,1600,52.3,20,0,0,0,0,0,0
5115,L05115,L,301.7,312.0,1477,38.1,215,0,0,0,0,0,0
5116,H05116,H,296.3,305.2,1432,48.2,139,0,0,0,0,0,0
5117,M05117,M,302.1,310.2,1591,63.2,136,0,0,0,0,0,0
5118,M05118,M,298.8,308.6,1462,46.7,67,0,0,0,0,0,0
5119,L05119,L,300.5,311.4,1509,43.4,20,0,0,0,0,0,0
5120,M05120,M,298.1,308.6,1602,52.3,88,0,0,0,0,0,0
5121,M05121,M,300.7,311.0,1528,48.0,210,0,0,0,0,0,0
5122,L05122,L,305.1,315.1,1562,27.4,138,0,0,0,0,0,0
5123,L05123,L,300.3,310.6,1342,53.3,67,0,0,0,0,0,0
5124,M05124,M,299.1,308.1,1770,39.5,153,0,0,0,0,0,0
5125,M05125,M,299.5,310.3,1279,55.4,92,0,0,0,0,0,0
5126,L05126,L,297.1,307.9,1588,45.1,57,0,0,0,0,0,0
5127,L05127,L,302.9,312.5,1403,51.9,187,0,0,0,0,0,0
5128,L05128,L,300.6,311.1,1716,37.8,42,0,0,0,0,0,0
5129,H05129,H,297.9,306.2,1677,24.8,153,0,0,0,0,0,0
5130,H05130,H,298.0,308.1,1500,45.6,191,0,0,0,0,0,0
5131,L05131,L,300.0,309.9,1811,49.8,16,0,0,0,0,0,0
5132,L05132,L,301.9,313.1,1463,34.4,176,0,0,0,0,0,0
5133,L05133,L,297.7,307.5,1676,38.0,3,0,0,0,0,0,0
5134,L05134,L,302.2,313.1,1355,17.9,205,0,0,0,0,0,0
5135,H05135,H,299.8,309.4,1581,38.4,75,0,0,0,0,0,0
5136,M05136,M,298.1,305.9,1314,27.5,42,1,0,1,0,0,0
5137,L05137,L,299.1,308.8,1504,45.2,33,0,0,0,0,0,0
5138,L05138,L,303.5,313.7,1490,43.3,110,0,0,0,0,0,0
5139,L05139,L,297.2,307.4,1676,40.2,73,0,0,0,0,0,0
5140,H05140,H,298.5,308.7,1366,53.2,124,0,0,0,0,0,0
5141,M05141,M,301.9,311.4,2115,42.4,217,0,0,0,0,0,0
5142,M05142,M,300.4,310.1,1224,41.9,30,0,0,0,0,0,0
5143,L05143,L,298.4,307.3,1547,43.2,66,0,0,0,0,0,0
5144,H05144,H,301.9,309.9,1558,34.2,34,0,0,0,0,0,0
5145,L05145,L,302.0,311.9,1608,49.9,161,0,0,0,0,0,0
5146,H05146,H,300.7,309.9,1397,30.8,163,0,0,0,0,0,0
5147,H05147,H,298.8,309.9,1548,44.2,220,0,0,0,0,0,0
5148,L05148,L,299.1,306.9,1387,52.2,185,0,0,0,0,0,0
5149,H05149,H,300.6,310.9,1875,29.7,182,0,0,0,0,0,0
5150,L05150,L,297.4,309.5,1373,26.6,41,0,0,0,0,0,0
5151,M05151,M,302.7,312.5,1470,29.6,210,0,0,0,0,0,0
5152,L05152,L,303.4,313.4,1367,58.2,2,0,0,0,0,0,0
5153,L05153,L,299.5,310.0,1340,33.9,181,0,0,0,0,0,0
5154,L05154,L,300.7,311.2,1220,28.0,206,0,0,0,0,0,0
5155,L05155,L,302.4,312.0,1634,43.7,57,0,0,0,0,0,0
5156,L05156,L,303.9,312.9,1365,12.8,79,0,0,0,0,0,0
5157,L05157,L,303.1,313.8,1341,30.5,61,0,0,0,0,0,0
5158,M05158,M,296.5,304.6,1307,54.1,210,1,0,1,0,0,0
5159,L05159,L,299.4,310.2,1561,30.4,106,0,0,0,0,0,0
5160,L05160,L,301.0,310.6,1504,37.4,92,0,0,0,0,0,0
5161,H05161,H,299.0,309.0,1505,42.9,132,0,0,0,0,0,0
5162,H05162,H,303.6,313.0,1348,42.9,190,0,0,0,0,0,0
5163,L05163,L,303.3,314.7,1587,34.7,167,0,0,0,0,0,0
5164,L05164,L,298.4,308.6,1368,45.5,179,0,0,0,0,0,0
5165,M05165,M,299.7,309.4,1514,54.5,243,0,0,0,0,0,0
5166,M05166,M,298.5,308.2,1472,29.4,68,0,0,0,0,0,0
5167,L05167,L,299.6,309.5,1168,35.2,52,0,0,0,0,0,0
5168,M05168,M,299.5,311.9,1906,38.9,167,0,0,0,0,0,0
5169,L05169,L,301.9,310.6,1615,47.0,37,0,0,0,0,0,0
5170,L05170,L,298.2,309.3,1536,40.3,163,0,0,0,0,0,0
5171,M05171,M,294.8,305.3,1568,38.7,245,0,0,0,0,0,0
5172,M05172,M,296.8,308.3,1910,24.5,119,0,0,0,0,0,0
5173,H05173,H,297.9,308.6,1727,28.7,59,0,0,0,0,0,0
5174,L05174,L,298.7,308.7,1570,41.9,252,0,0,0,0,0,0
5175,L05175,L,300.4,311.4,1358,34.9,97,0,0,0,0,0,0
5176,L05176,L,297.8,308.1,1390,36.6,29,0,0,0,0,0,0
5177,L05177,L,297.6,308.3,1168,39.4,105,0,0,0,0,0,0
5178,L05178,L,298.1,309.6,1426,63.4,22,0,0,0,0,0,0
5179,M05179,M,297.8,307.9,1632,35.0,24,0,0,0,0,0,0
5180,M05180,M,298.9,308.5,1627,53.9,15,1,0,0,1,0,0
5181,M05181,M,298.8,308.2,1623,53.1,118,0,0,0,0,0,0
5182,L05182,L,301.4,311.8,1397,48.0,116,0,0,0,0,0,0
5183,L05183,L,298.0,307.1,1610,31.5,186,0,0,0,0,0,0
5184,M05184,M,299.3,308.9,1665,41.4,141,0,0,0,0,0,0
5185,L05185,L,298.9,307.9,1168,36.1,218,0,0,0,0,0,0
5186,H05186,H,301.6,312.1,1561,60.1,226,0,0,0,0,0,0
5187,L05187,L,299.7,308.9,1916,44.1,43,0,0,0,0,0,0
5188,M05188,M,302.1,310.8,1442,37.9,13,0,0,0,0,0,0
5189,H05189,H,297.7,306.6,1168,57.8,184,0,0,0,0,0,0
5190,M05190,M,299.9,309.3,1337,36.5,6,0,0,0,0,0,0
5191,M05191,M,298.8,308.4,1168,45.5,103,0,0,0,0,0,0
5192,M05192,M,297.5,307.8,1373,47.0,17,0,0,0,0,0,0
5193,L05193,L,299.9,309.7,1255,43.5,116,0,0,0,0,0,0
5194,M05194,M,303.5,313.8,1686,38.9,117,0,0,0,0,0,0
5195,H05195,H,298.3,308.7,1656,48.4,219,0,0,0,0,0,0
5196,H05196,H,299.7,310.5,1569,33.7,168,0,0,0,0,0,0
5197,L05197,L,297.4,305.5,1745,51.1,102,0,0,0,0,0,0
5198,L05198,L,297.1,306.0,1387,37.2,129,0,0,0,0,0,0
5199,M05199,M,298.4,309.0,1515,53.4,142,0,0,0,0,0,0
5200,M05200,M,299.1,309.3,1939,50.5,60,0,0,0,0,0,0
5201,L05201,L,299.2,310.2,1617,45.5,196,0,0,0,0,0,0
5202,L05202,L,299.5,308.0,1617,39.1,118,0,0,0,0,0,0
5203,L05203,L,296.7,306.2,1346,51.0,161,0,0,0,0,0,0
5204,L05204,L,298.7,308.5,1417,45.7,8,0,0,0,0,0,0
5205,L05205,L,301.0,311.2,1299,7.8,28,0,0,0,0,0,0
5206,L05206,L,297.3,307.3,1836,31.8,149,0,0,0,0,0,0
5207,L05207,L,299.3,309.8,1188,41.7,188,0,0,0,0,0,0
5208,H05208,H,300.6,310.5,1683,42.8,86,0,0,0,0,0,0
5209,L05209,L,298.4,309.8,1616,47.1,239,1,0,0,0,1,0
5210,L05210,L,300.7,312.4,1179,55.5,215,0,0,0,0,0,0
5211,L05211,L,297.0,305.8,1728,45.9,133,0,0,0,0,0,0
5212,L05212,L,301.8,311.8,1448,19.2,162,0,0,0,0,0,0
5213,H05213,H,300.7,311.5,1236,42.0,155,0,0,0,0,0,0
5214,H05214,H,300.1,310.7,1573,52.2,82,0,0,0,0,0,0
5215,L05215,L,302.2,311.8,1336,41.1,16,0,0,0,0,0,0
5216,L05216,L,299.3,309.6,1459,42.0,204,0,0,0,0,0,0
5217,L05217,L,298.8,307.2,1399,35.1,117,0,0,0,0,0,0
5218,L05218,L,302.7,312.7,1324,49.5,213,1,1,0,0,0,0
5219,L05219,L,303.7,312.2,1262,36.5,95,0,0,0,0,0,0
5220,L05220,L,298.6,309.1,1659,45.9,4,0,0,0,0,0,0
5221,L05221,L,299.8,308.7,1565,44.3,32,0,0,0,0,0,0
5222,M05222,M,302.1,312.3,1552,40.5,43,0,0,0,0,0,0
5223,L05223,L,299.8,310.2,1427,44.8,185,0,0,0,0,0,0
5224,L05224,L,301.2,311.3,1510,42.0,8,0,0,0,0,0,0
5225,L05225,L,301.6,310.9,1353,52.8,207,0,0,0,0,0,0
5226,L05226,L,298.9,308.7,1349,46.8,175,0,0,0,0,0,0
5227,L05227,L,300.8,312.0,1842,50.4,82,0,0,0,0,0,0
5228,L05228,L,300.0,309.6,1677,32.4,132,0,0,0,0,0,0
5229,L05229,L,297.6,307.6,1388,31.7,236,0,0,0,0,0,0
5230,L05230,L,298.0,307.5,1201,40.6,18,0,0,0,0,0,0
5231,H05231,H,298.7,309.7,1168,47.5,97,0,0,0,0,0,0
5232,H05232,H,301.9,311.9,1373,45.3,104,0,0,0,0,0,0
5233,L05233,L,301.9,311.2,1522,32.5,244,0,0,0,0,0,0
5234,L05234,L,301.5,311.5,1524,47.8,247,1,0,0,0,1,0
5235,M05235,M,300.9,310.6,1530,33.7,216,0,0,0,0,0,0
5236,M05236,M,300.8,312.2,1567,46.7,100,0,0,0,0,0,0
5237,L05237,L,300.6,310.5,1292,42.9,225,0,0,0,0,0,0
5238,L05238,L,300.8,309.4,1802,37.7,122,0,0,0,0,0,0
5239,L05239,L,301.0,311.4,1461,34.6,163,0,0,0,0,0,0
5240,M05240,M,297.2,309.0,1559,41.3,238,0,0,0,0,0,0
5241,L05241,L,298.4,309.6,1369,40.8,63,0,0,0,0,0,0
5242,L05242,L,297.9,306.8,1562,29.5,218,1,1,0,0,0,0
5243,L05243,L,302.2,311.9,1915,46.0,101,0,0,0,0,0,0
5244,L05244,L,303.3,313.3,1302,51.6,220,0,0,0,0,0,0
5245,L05245,L,295.7,305.6,1277,48.6,139,0,0,0,0,0,0
5246,M05246,M,303.1,313.5,1327,43.2,66,0,0,0,0,0,0
5247,M05247,M,300.2,309.8,1433,35.5,197,0,0,0,0,0,0
5248,L05248,L,302.0,311.1,1396,41.3,29,0,0,0,0,0,0
5249,L05249,L,301.0,312.0,1292,38.7,36,0,0,0,0,0,0
5250,H05250,H,302.9,311.8,1490,41.2,42,0,0,0,0,0,0
5251,L05251,L,300.4,309.6,1812,49.4,213,1,0,0,1,0,0
5252,L05252,L,297.3,306.1,1470,38.9,220,0,0,0,0,0,0
5253,L05253,L,299.8,310.4,1481,21.6,145,0,0,0,0,0,0
5254,H05254,H,301.0,311.1,1569,48.0,76,0,0,0,0,0,0
5255,M05255,M,299.6,310.5,1630,44.0,103,0,0,0,0,0,0
5256,H05256,H,301.3,310.5,1775,41.5,51,0,0,0,0,0,0
5257,M05257,M,299.9,308.6,1548,28.3,4,0,0,0,0,0,0
5258,L05258,L,298.8,308.4,1499,31.7,212,0,0,0,0,0,0
5259,L05259,L,297.8,307.6,1302,32.8,49,0,0,0,0,0,0
5260,L05260,L,299.2,309.4,1648,34.2,20,0,0,0,0,0,0
5261,M05261,M,300.4,308.7,1331,35.1,36,0,0,0,0,0,0
5262,M05262,M,296.1,306.6,1325,28.2,237,0,0,0,0,0,0
5263,L05263,L,298.4,307.5,1539,61.5,92,0,0,0,0,0,0
5264,H05264,H,296.0,305.4,1808,55.0,169,0,0,0,0,0,0
5265,L05265,L,298.8,309.9,1645,42.8,8,0,0,0,0,0,0
5266,L05266,L,302.4,310.2,1492,39.7,134,0,0,0,0,0,0
5267,L05267,L,297.6,308.0,1304,58.3,189,1,0,0,0,1,0
5268,H05268,H,301.4,311.7,1804,56.2,22,0,0,0,0,0,0
5269,H05269,H,305.7,314.9,1489,32.6,81,0,0,0,0,0,0
5270,L05270,L,302.9,312.5,1442,42.5,81,0,0,0,0,0,0
5271,H05271,H,300.3,311.5,1611,38.2,229,0,0,0,0,0,0
5272,H05272,H,301.7,313.7,1410,37.3,173,0,0,0,0,0,0
5273,H05273,H,297.3,308.3,1349,38.3,224,1,1,0,0,0,0
5274,H05274,H,296.9,308.7,1369,39.1,100,0,0,0,0,0,0
5275,L05275,L,300.1,309.4,1368,42.1,150,0,0,0,0,0,0
5276,M05276,M,300.8,309.2,1275,42.2,134,0,0,0,0,0,0
5277,M05277,M,302.2,312.1,1252,54.4,73,0,0,0,0,0,0
5278,M05278,M,298.9,309.7,1694,31.9,110,0,0,0,0,0,0
5279,L05279,L,300.4,308.5,1634,49.7,62,0,0,0,0,0,0
5280,M05280,M,300.3,309.4,1335,29.2,7,0,0,0,0,0,0
5281,H05281,H,299.7,308.9,1678,42.4,250,0,0,0,0,0,0
5282,L05282,L,299.9,310.2,1562,50.4,242,0,0,0,0,0,0
5283,H05283,H,298.3,308.5,1435,45.7,214,0,0,0,0,0,0
5284,L05284,L,300.6,309.8,1255,36.8,44,0,0,0,0,0,0
5285,L05285,L,300.4,310.6,1568,42.8,5,0,0,0,0,0,0
5286,L05286,L,299.1,308.0,1873,56.5,50,0,0,0,0,0,0
5287,M05287,M,301.3,310.9,1503,34.1,224,0,0,0,0,0,0
5288,M05288,M,302.1,310.8,1700,45.7,42,0,0,0,0,0,0
5289,L05289,L,301.4,311.2,1458,49.7,59,0,0,0,0,0,0
5290,M05290,M,297.9,307.1,1684,36.1,178,0,0,0,0,0,0
